reaction_id	gpr	supported_all_expression_contexts	missing_context_count	reason
CYOR_u10mi	(7384_AT1 and 7388_AT1 and 4519_AT1 and 29796_AT2 and 10975_AT1 and 7385_AT1 and 7386_AT1 and 1537_AT1 and 27089_AT1 and 7381_AT1) or (7384_AT1 and 7388_AT1 and 4519_AT1 and 29796_AT1 and 10975_AT1 and 7385_AT1 and 1537_AT1 and 7386_AT1 and 27089_AT1 and 7381_AT1)	False	59	no complete measured alternative in every retained context
Htmi	9016_AT1 or 7352_AT2 or 7352_AT1 or 7351_AT1 or 9016_AT2 or 7350_AT1 or 9481_AT1	True	0	complete measured GPR alternative
NADH2_u10mi	(4715_AT1 and 4720_AT1 and 4719_AT1 and 4700_AT1 and 55967_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4718_AT1 and 4696_AT1 and 4694_AT1 and 374291_AT1 and 4728_AT1 and 4712_AT2 and 4717_AT1 and 4705_AT1 and 4725_AT1 and 4716_AT1 and 4537_AT1 and 7991_AT1 and 4722_AT1 and 4541_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4723_AT1 and 4698_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 126328_AT1 and 4711_AT1 and 4724_AT1 and 4713_AT1 and 4536_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4535_AT1 and 4731_AT2 and 4706_AT1 and 4729_AT1 and 4540_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 55967_AT1 and 4700_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4696_AT1 and 4718_AT1 and 4694_AT1 and 374291_AT1 and 4728_AT1 and 7991_AT2 and 4717_AT1 and 4731_AT1 and 4705_AT1 and 4725_AT1 and 4716_AT1 and 4537_AT1 and 4722_AT1 and 4541_AT1 and 4712_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4698_AT1 and 4723_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 126328_AT1 and 4711_AT1 and 4724_AT1 and 4536_AT1 and 4713_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4706_AT1 and 4535_AT1 and 4540_AT1 and 4729_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 55967_AT1 and 4700_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4718_AT1 and 4696_AT1 and 374291_AT1 and 4694_AT1 and 4728_AT1 and 7991_AT2 and 4712_AT2 and 4717_AT1 and 4705_AT1 and 4725_AT1 and 4716_AT1 and 4537_AT1 and 4722_AT1 and 4541_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4698_AT1 and 4723_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 4711_AT1 and 126328_AT1 and 4724_AT1 and 4536_AT1 and 4713_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4731_AT2 and 4706_AT1 and 4535_AT1 and 4540_AT1 and 4729_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 4700_AT1 and 55967_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4718_AT1 and 4696_AT1 and 374291_AT1 and 4694_AT1 and 4728_AT1 and 4717_AT1 and 4705_AT1 and 4725_AT1 and 4537_AT1 and 4716_AT1 and 4722_AT1 and 7991_AT1 and 4541_AT1 and 4712_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4723_AT1 and 4698_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 4711_AT1 and 126328_AT1 and 4724_AT1 and 4713_AT1 and 4536_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4706_AT1 and 4535_AT1 and 4731_AT2 and 4729_AT1 and 4540_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 55967_AT1 and 4700_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4696_AT1 and 4718_AT1 and 4694_AT1 and 374291_AT1 and 4728_AT1 and 4717_AT1 and 4731_AT1 and 4705_AT1 and 4725_AT1 and 4716_AT1 and 4537_AT1 and 4722_AT1 and 7991_AT1 and 4541_AT1 and 4539_AT1 and 4712_AT1 and 4707_AT1 and 4701_AT1 and 4723_AT1 and 4698_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 126328_AT1 and 4711_AT1 and 4724_AT1 and 4713_AT1 and 4536_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4706_AT1 and 4535_AT1 and 4540_AT1 and 4729_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 55967_AT1 and 4700_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4696_AT1 and 4718_AT1 and 374291_AT1 and 4694_AT1 and 4728_AT1 and 4712_AT2 and 4717_AT1 and 4731_AT1 and 4705_AT1 and 4725_AT1 and 4537_AT1 and 4716_AT1 and 4722_AT1 and 7991_AT1 and 4541_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4723_AT1 and 4698_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 126328_AT1 and 4711_AT1 and 4724_AT1 and 4713_AT1 and 4536_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4535_AT1 and 4706_AT1 and 4729_AT1 and 4540_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 4700_AT1 and 55967_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4718_AT1 and 4696_AT1 and 4694_AT1 and 374291_AT1 and 4728_AT1 and 7991_AT2 and 4717_AT1 and 4705_AT1 and 4725_AT1 and 4537_AT1 and 4716_AT1 and 4722_AT1 and 4541_AT1 and 4712_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4723_AT1 and 4698_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 4711_AT1 and 126328_AT1 and 4724_AT1 and 4713_AT1 and 4536_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4535_AT1 and 4731_AT2 and 4706_AT1 and 4540_AT1 and 4729_AT1) or (4715_AT1 and 4720_AT1 and 4719_AT1 and 4700_AT1 and 55967_AT1 and 4709_AT1 and 4710_AT1 and 4726_AT1 and 4718_AT1 and 4696_AT1 and 374291_AT1 and 4694_AT1 and 4728_AT1 and 7991_AT2 and 4712_AT2 and 4717_AT1 and 4731_AT1 and 4705_AT1 and 4725_AT1 and 4537_AT1 and 4716_AT1 and 4722_AT1 and 4541_AT1 and 4539_AT1 and 4707_AT1 and 4701_AT1 and 4698_AT1 and 4723_AT1 and 4538_AT1 and 4697_AT1 and 51079_AT1 and 4714_AT1 and 4704_AT1 and 4711_AT1 and 126328_AT1 and 4724_AT1 and 4713_AT1 and 4536_AT1 and 4695_AT1 and 4702_AT1 and 4708_AT1 and 4706_AT1 and 4535_AT1 and 4540_AT1 and 4729_AT1 and 54539_AT1)	False	59	no complete measured alternative in every retained context
CYOOm3i	1351_AT1 and 1347_AT1 and 1329_AT1 and 1327_AT1 and 341947_AT1 and 9167_AT1 and 1350_AT1 and 4512_AT1 and 1349_AT1 and 1339_AT1 and 1345_AT1 and 4513_AT1 and 9377_AT1 and 125965_AT1 and 4514_AT1 and 170712_AT1 and 1346_AT1 and 1340_AT1 and 84701_AT1 and 1337_AT1	False	59	no complete measured alternative in every retained context
ALLOP1tu	9154_AT1 or 9153_AT1 or 64078_AT1	True	0	complete measured GPR alternative
ALLOPOXDhep	7498_AT1 or 316_AT1	True	0	complete measured GPR alternative
ALLOPtepvb	10864_AT1	True	0	complete measured GPR alternative
AM19CSALThr	1576_AT1 or 1577_AT1	True	0	complete measured GPR alternative
AM1CSAhr	1576_AT1 or 1577_AT1	True	0	complete measured GPR alternative
AM9CSAhr	1576_AT1 or 1577_AT1	True	0	complete measured GPR alternative
ATVACIDMCTtu	6566_AT1	True	0	complete measured GPR alternative
ATVACIDhc	5446_AT1	True	0	complete measured GPR alternative
ATVACYLGLUChc	54659_AT1 or 54657_AT1 or 54658_AT1 or 54576_AT1 or 7364_AT1	False	59	no complete measured alternative in every retained context
ATVETHGLUChc	54659_AT1 or 54657_AT1 or 54600_AT1	False	59	no complete measured alternative in every retained context
ATVLACThc	10599_AT1 or 11309_AT1	True	0	complete measured GPR alternative
LST4EXPhr	1559_AT1 or 1576_AT1	True	0	complete measured GPR alternative
LSTN1GLUChr	54575_AT1	False	59	no complete measured alternative in every retained context
LSTNM7hr	54658_AT1 or 54659_AT1 or 54657_AT1 or 54577_AT1 or 54576_AT1 or 54600_AT1 or 54575_AT1 or 7364_AT1 or 7367_AT1	True	0	complete measured GPR alternative
LVSTACIDtu	5243_AT1	True	0	complete measured GPR alternative
LVSTACOXD6Hhep	1576_AT1 or 1577_AT1 or 1558_AT1	True	0	complete measured GPR alternative
LVSTOXD6METhep	1576_AT1 or 1577_AT1 or 1558_AT1	True	0	complete measured GPR alternative
LVSTPGPtu	5243_AT1	True	0	complete measured GPR alternative
MERACMPtep	8714_AT1	True	0	complete measured GPR alternative
NDERSVteb	9429_AT1	True	0	complete measured GPR alternative
NFDACOXDhc	1576_AT1 or 1577_AT1	True	0	complete measured GPR alternative
OXYPthc	10864_AT1	True	0	complete measured GPR alternative
PROFVSCOAhc	51_AT1 or 1962_AT1 or 3295_AT1 or 30_AT1 or 1559_AT1	True	0	complete measured GPR alternative
PTVSTGLUChc	54658_AT1 or 54659_AT1 or 7364_AT1 or 54657_AT1 or 54578_AT1	False	59	no complete measured alternative in every retained context
PTVSTM3eb	9429_AT1	True	0	complete measured GPR alternative
PTVSTM3hc	1576_AT1	True	0	complete measured GPR alternative
PTVSThc	5446_AT1	True	0	complete measured GPR alternative
PTVSTtu	6579_AT1 or 11309_AT1	True	0	complete measured GPR alternative
PVSATPtu	1244_AT1 or 9429_AT1	True	0	complete measured GPR alternative
PVSGLUCteb	1244_AT1 or 9429_AT1 or 8647_AT1	True	0	complete measured GPR alternative
PVSOATPtu	11309_AT1	True	0	complete measured GPR alternative
FBP26	2203_AT1 or 5210_AT1 or 5207_AT1 or 5209_AT1 or 5208_AT1 or 8789_AT1	True	0	complete measured GPR alternative
FCLTm	2235_AT1 or 2235_AT2	True	0	complete measured GPR alternative
FOLR2	1719_AT1	True	0	complete measured GPR alternative
FOLt2_1	6573_AT1 or 6573_AT2	True	0	complete measured GPR alternative
FPGS3m	2356_AT1	True	0	complete measured GPR alternative
FPGS6	2356_AT1	True	0	complete measured GPR alternative
FPGS8	2356_AT1	True	0	complete measured GPR alternative
FPGS9m	2356_AT1	True	0	complete measured GPR alternative
FUCASE2e	2519_AT1	False	59	no complete measured alternative in every retained context
FUCASEly	2517_AT1	True	0	complete measured GPR alternative
FUMm	2271_AT1	True	0	complete measured GPR alternative
FUMSO3tm	1468_AT1	True	0	complete measured GPR alternative
FUMTSULtm	1468_AT1	True	0	complete measured GPR alternative
FUT11g	2523_AT1	True	0	complete measured GPR alternative
FUT12g	2523_AT1	True	0	complete measured GPR alternative
FUT14g	2523_AT1	True	0	complete measured GPR alternative
FUT17g	2523_AT1	True	0	complete measured GPR alternative
FUT18g	2523_AT1	True	0	complete measured GPR alternative
FUT33g	2525_AT1	True	0	complete measured GPR alternative
FUT34g	2525_AT1	True	0	complete measured GPR alternative
FUT35g	2525_AT1	True	0	complete measured GPR alternative
FUT910g	10690_AT1	True	0	complete measured GPR alternative
FUT92g	10690_AT1	True	0	complete measured GPR alternative
FUT93g	10690_AT1	True	0	complete measured GPR alternative
FUT95g	10690_AT1	True	0	complete measured GPR alternative
FUT98g	10690_AT1	True	0	complete measured GPR alternative
G14T18g	8703_AT1 or 8704_AT2 or 8704_AT1 or 2683_AT1 or 9334_AT1	True	0	complete measured GPR alternative
G14T19g	9334_AT1 or 8704_AT1 or 8703_AT1 or 8704_AT2 or 2683_AT1	True	0	complete measured GPR alternative
G14T3g	8703_AT1 or 2683_AT1 or 8704_AT2 or 8704_AT1 or 9334_AT1	True	0	complete measured GPR alternative
G14T4g	8703_AT1 or 2683_AT1 or 8704_AT2 or 8704_AT1 or 9334_AT1	True	0	complete measured GPR alternative
G3PD2m	2820_AT1	True	0	complete measured GPR alternative
G6Pter	2542_AT1	True	0	complete measured GPR alternative
GAL3ST11	9514_AT1	True	0	complete measured GPR alternative
GAL3ST12	9514_AT1	True	0	complete measured GPR alternative
GALASE11ly	(5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1) or (5476_AT1 and 2720_AT1)	False	59	no complete measured alternative in every retained context
GALASE14ly	(5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1) or (5476_AT1 and 2720_AT1)	False	59	no complete measured alternative in every retained context
GALASE18ly	(5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1) or (5476_AT1 and 2720_AT1)	False	59	no complete measured alternative in every retained context
GALASE3ly	(5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1) or (5476_AT1 and 2720_AT1)	False	59	no complete measured alternative in every retained context
GALASE5ly	(5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1) or (5476_AT1 and 2720_AT1)	False	59	no complete measured alternative in every retained context
GALASE6ly	(5476_AT1 and 2720_AT1 and 2588_AT1 and 4758_AT1) or (5476_AT1 and 2720_AT1)	False	59	no complete measured alternative in every retained context
GALC	2581_AT1	True	0	complete measured GPR alternative
GALGT1	2583_AT1	True	0	complete measured GPR alternative
GALGT4	2583_AT1	True	0	complete measured GPR alternative
GALNTg	26290_AT1 or 79695_AT1 or 2589_AT1 or 50614_AT1 or 8693_AT1 or 55568_AT2 or 114805_AT1 or 11226_AT1 or 117248_AT1 or 11227_AT1 or 55568_AT1 or 2590_AT1 or 51809_AT1 or 26290_AT1 or 79623_AT1 or 63917_AT1 or 2591_AT1	True	0	complete measured GPR alternative
GALOR	231_AT1 or 10327_AT2 or 10327_AT1	True	0	complete measured GPR alternative
GALTg	11285_AT1	True	0	complete measured GPR alternative
GAMt1r	6513_AT1 or 6517_AT1 or 6514_AT1	True	0	complete measured GPR alternative
GAMYe	8972_AT1	True	0	complete measured GPR alternative
GAO1	9197_AT1	True	0	complete measured GPR alternative
GAO2	9197_AT1	True	0	complete measured GPR alternative
GAO2g	9197_AT1	True	0	complete measured GPR alternative
GASNASE3ly	175_AT1	True	0	complete measured GPR alternative
GBAl	2629_AT4 or 2629_AT1 or 2629_AT3 or 2629_AT2 or 2629_AT5	False	59	no complete measured alternative in every retained context
GCALDDm	4329_AT1 or 7915_AT1 or 8659_AT1 or 5832_AT1 or 217_AT1 or 7915_AT2 or 219_AT1 or 8659_AT2	True	0	complete measured GPR alternative
GCC2am	275_AT1 and 1738_AT1 and 2731_AT1 and 2653_AT1	False	59	no complete measured alternative in every retained context
GCC2bim	275_AT1 and 1738_AT1 and 2731_AT1 and 2653_AT1	False	59	no complete measured alternative in every retained context
GCC2cm	275_AT1 and 1738_AT1 and 2731_AT1 and 2653_AT1	False	59	no complete measured alternative in every retained context
GCCbim	275_AT1 and 1738_AT1 and 2731_AT1 and 2653_AT1	False	59	no complete measured alternative in every retained context
GCCcm	275_AT1 and 1738_AT1 and 2731_AT1 and 2653_AT1	False	59	no complete measured alternative in every retained context
GCHOLAt	6579_AT1 or 28234_AT1 or 10599_AT1	True	0	complete measured GPR alternative
GCNTg	2651_AT1	True	0	complete measured GPR alternative
GGH_10FTHF5GLUe	8836_AT1	True	0	complete measured GPR alternative
GGH_10FTHF5GLUl	8836_AT1	True	0	complete measured GPR alternative
GGH_10FTHF6GLUe	8836_AT1	True	0	complete measured GPR alternative
GGH_10FTHF6GLUl	8836_AT1	True	0	complete measured GPR alternative
GGH_10FTHF7GLUe	8836_AT1	True	0	complete measured GPR alternative
GGH_5DHFe	8836_AT1	True	0	complete measured GPR alternative
GGH_5DHFl	8836_AT1	True	0	complete measured GPR alternative
GGH_5THFe	8836_AT1	True	0	complete measured GPR alternative
GGH_6DHFe	8836_AT1	True	0	complete measured GPR alternative
GGH_6THFe	8836_AT1	True	0	complete measured GPR alternative
GGH_6THFl	8836_AT1	True	0	complete measured GPR alternative
GGH_7DHFe	8836_AT1	True	0	complete measured GPR alternative
GGH_7DHFl	8836_AT1	True	0	complete measured GPR alternative
GGH_7THFl	8836_AT1	True	0	complete measured GPR alternative
GGNG	(8908_AT1 and 2998_AT1) or (2998_AT1 and 2992_AT1) or (2997_AT1 and 2992_AT1) or (8908_AT1 and 2997_AT1)	True	0	complete measured GPR alternative
GGT5r	2687_AT1	True	0	complete measured GPR alternative
GHMT3	6470_AT1 or 6470_AT2	True	0	complete measured GPR alternative
GLACO	223_AT1 or 220_AT1 or 224_AT1 or 8854_AT2 or 218_AT1 or 8854_AT1 or 216_AT1 or 221_AT1 or 8854_AT3 or 222_AT1	True	0	complete measured GPR alternative
GLBRAN	2632_AT1	True	0	complete measured GPR alternative
GLCAASE1ly	2990_AT1	True	0	complete measured GPR alternative
GLCAASE5ly	2990_AT1	True	0	complete measured GPR alternative
GLCAE2g	26035_AT1	True	0	complete measured GPR alternative
GLCAT2g	54480_AT1 or (79586_AT1 and 22856_AT1) or 337876_AT1	True	0	complete measured GPR alternative
GLCAT3g	54480_AT1 or (79586_AT1 and 22856_AT1) or 337876_AT1	True	0	complete measured GPR alternative
GLCAT9g	(2131_AT1 and 2132_AT1) or (2131_AT1 and 2132_AT2)	True	0	complete measured GPR alternative
GLCATg	27087_AT2 or 135152_AT1 or 27087_AT1 or 26229_AT1	True	0	complete measured GPR alternative
GLCNACASE1ly	4669_AT1	True	0	complete measured GPR alternative
GLCNACASE2ly	4669_AT1	True	0	complete measured GPR alternative
GLCNACASE3ly	4669_AT1	True	0	complete measured GPR alternative
GLCNACASE4ly	4669_AT1	True	0	complete measured GPR alternative
GLCNACT1g	2137_AT1 or 2135_AT1	True	0	complete measured GPR alternative
GLCNACT3g	(2131_AT1 and 2132_AT2) or 2137_AT1 or (2131_AT1 and 2132_AT1) or 2134_AT1	True	0	complete measured GPR alternative
GLCNACT4g	(2131_AT1 and 2132_AT2) or 2137_AT1 or (2131_AT1 and 2132_AT1) or 2134_AT1	True	0	complete measured GPR alternative
GLCt1	66035_AT1 or 6517_AT1 or 56606_AT1 or 154091_AT1 or 6513_AT1 or 11182_AT1 or 29988_AT1 or 6514_AT1 or 155184_AT1 or 56606_AT2 or 144195_AT1 or 6515_AT1 or 81031_AT1	True	0	complete measured GPR alternative
GLCt2_2	6523_AT1	True	0	complete measured GPR alternative
GLCtg	6513_AT1	True	0	complete measured GPR alternative
GLCURtly	26503_AT1	True	0	complete measured GPR alternative
GLDBRAN	178_AT4 or 178_AT5 or 178_AT1 or 178_AT3 or 178_AT2 or 178_AT6	True	0	complete measured GPR alternative
GLNSERNaEx	6510_AT1	True	0	complete measured GPR alternative
GLNTHRNaEx	6510_AT1	True	0	complete measured GPR alternative
GLNtN1	92745_AT1 or 10991_AT1	True	0	complete measured GPR alternative
GLU5Km	5832_AT1	True	0	complete measured GPR alternative
GLUCYS	2729_AT1 and 2730_AT1	True	0	complete measured GPR alternative
GLUDC	2571_AT1 or 2572_AT1 or 2571_AT2	True	0	complete measured GPR alternative
GDHm	2747_AT1 or 2746_AT1	True	0	complete measured GPR alternative
GLUDym	2747_AT1 or 2746_AT1	True	0	complete measured GPR alternative
GluForTx	10841_AT1 or 10841_AT2	True	0	complete measured GPR alternative
GLUNm	2744_AT1 or 27165_AT2 or 27165_AT1	True	0	complete measured GPR alternative
GLUt2m	83733_AT1 or 8604_AT1 or 79751_AT1 or 10165_AT1	True	0	complete measured GPR alternative
GLUTCOADHm	2639_AT1 or 2639_AT2	True	0	complete measured GPR alternative
GLUVESSEC	57084_AT1 or 246213_AT1 or 57030_AT1	True	0	complete measured GPR alternative
GLYATm	23464_AT1	True	0	complete measured GPR alternative
GLYCLTDy	9380_AT1	True	0	complete measured GPR alternative
GLYCTO1p	51179_AT1 or 54363_AT1 or 51179_AT2	True	0	complete measured GPR alternative
GLYKm	2710_AT2 or 2712_AT1 or 2710_AT1 or 2713_AT1	True	0	complete measured GPR alternative
GLYOXm	3029_AT1	True	0	complete measured GPR alternative
GPIAT	284098_AT1	False	59	no complete measured alternative in every retained context
GPIMTer_U	93183_AT1 and 54965_AT1	False	59	no complete measured alternative in every retained context
GRTTx	2224_AT1	True	0	complete measured GPR alternative
GSNt	3177_AT1 or 2030_AT1	True	0	complete measured GPR alternative
GSNt4	9153_AT1 or 64078_AT1	True	0	complete measured GPR alternative
GSNtl	55315_AT1	True	0	complete measured GPR alternative
GTHOr	2936_AT1	True	0	complete measured GPR alternative
GTHPe	2878_AT1 or 257202_AT1 or 2882_AT1 or 2877_AT1 or 2876_AT1	True	0	complete measured GPR alternative
GTMLTe	2679_AT1 or 2678_AT1 or 2678_AT3 or 2678_AT2	False	59	no complete measured alternative in every retained context
GUACYC	(2977_AT1 and 2983_AT1) or 4882_AT2 or (2982_AT1 and 2974_AT1) or 2986_AT1 or 4882_AT1 or 2984_AT1 or 4881_AT1 or (2977_AT1 and 2974_AT1) or 3000_AT1 or (2982_AT1 and 2983_AT1)	True	0	complete measured GPR alternative
GUAD	9615_AT1	False	59	no complete measured alternative in every retained context
H2ETer	23556_AT1 or 23556_AT2	True	0	complete measured GPR alternative
H2MTer_U	55650_AT1	True	0	complete measured GPR alternative
H2Otm	343_AT1	True	0	complete measured GPR alternative
H3ETer	23556_AT1 or 23556_AT2	True	0	complete measured GPR alternative
H5MTer_U	55650_AT1	True	0	complete measured GPR alternative
H6_ET2er	(5281_AT1 and 54872_AT1) or (5281_AT2 and 54872_AT1)	True	0	complete measured GPR alternative
H6_ETer	23556_AT1 or 23556_AT2	True	0	complete measured GPR alternative
H6MTer_U	80235_AT1	True	0	complete measured GPR alternative
H7_ETer	23556_AT1 or 23556_AT2	True	0	complete measured GPR alternative
H7MTer_U	80235_AT1	True	0	complete measured GPR alternative
H7_TAer	10026_AT1 and 8733_AT1 and 128869_AT1 and 94005_AT1 and 51604_AT1	False	59	no complete measured alternative in every retained context
H8TAer	10026_AT1 and 8733_AT1 and 128869_AT1 and 94005_AT1 and 51604_AT1	False	59	no complete measured alternative in every retained context
HACD1m	3028_AT1 or 3033_AT1 or (3030_AT1 and 3032_AT1)	True	0	complete measured GPR alternative
HAS2	3038_AT2 or 3036_AT1 or 3038_AT1 or 3037_AT1	True	0	complete measured GPR alternative
HDCEAt	11001_AT1	True	0	complete measured GPR alternative
HEX10	2645_AT1 or 3099_AT1 or 3098_AT3 or 2645_AT2 or 80201_AT1 or 3098_AT2 or 2645_AT3 or 3098_AT1 or 3098_AT4 or 3101_AT1 or 3098_AT5	True	0	complete measured GPR alternative
HGNTOR	3081_AT1	True	0	complete measured GPR alternative
HIBDm	11112_AT1	False	59	no complete measured alternative in every retained context
HISTASE	26_AT1 or 314_AT1 or 314_AT2	True	0	complete measured GPR alternative
HISTAtu	6581_AT1 or 6582_AT2 or 6582_AT1 or 6584_AT1	True	0	complete measured GPR alternative
HIStiDF	55089_AT1	True	0	complete measured GPR alternative
HIStN1	10991_AT1	True	0	complete measured GPR alternative
HKt	495_AT1 and 496_AT1	True	0	complete measured GPR alternative
HKYNH	8942_AT1	True	0	complete measured GPR alternative
HMGCOAS	3157_AT1 or 3157_AT2	True	0	complete measured GPR alternative
HOXG	3162_AT1 or 3163_AT1	True	0	complete measured GPR alternative
HPCLx_1	26062_AT1	False	59	no complete measured alternative in every retained context
HPDCACRNt	788_AT1	True	0	complete measured GPR alternative
HPYRRy	9380_AT1	True	0	complete measured GPR alternative
HS1ly	6448_AT1	True	0	complete measured GPR alternative
HS3ly	6448_AT1	True	0	complete measured GPR alternative
HS4ly	6448_AT1	True	0	complete measured GPR alternative
HSD11B1r	3290_AT2 or 3290_AT1	True	0	complete measured GPR alternative
HSD11B2r	3291_AT1	True	0	complete measured GPR alternative
HSD17B1	3292_AT1 or 7923_AT1	True	0	complete measured GPR alternative
HSD17B2r	3294_AT1	True	0	complete measured GPR alternative
HSD3A2r	1109_AT1	True	0	complete measured GPR alternative
HSD3B11r	3284_AT1	True	0	complete measured GPR alternative
HSD3B13r	3284_AT1	True	0	complete measured GPR alternative
HSD3B2r	3284_AT1	True	0	complete measured GPR alternative
HYPOE	57026_AT1	False	59	no complete measured alternative in every retained context
ICDHxm	(3421_AT2 and 3420_AT3 and 3419_AT1) or (3420_AT1 and 3421_AT1 and 3419_AT1) or (3420_AT1 and 3421_AT1 and 3419_AT1) or (3420_AT3 and 3421_AT1 and 3419_AT1) or (3421_AT1 and 3419_AT1 and 3420_AT2) or (3421_AT2 and 3419_AT1 and 3420_AT2)	True	0	complete measured GPR alternative
ICDHym	3418_AT1	True	0	complete measured GPR alternative
IDOAASE1ly	3425_AT1	True	0	complete measured GPR alternative
IDOAASE2ly	3425_AT1	True	0	complete measured GPR alternative
ILEtec	8501_AT1 or 124935_AT1	True	0	complete measured GPR alternative
INSt4	9153_AT1 or 64078_AT1	True	0	complete measured GPR alternative
IPDDIx	3422_AT1 or 91734_AT1	True	0	complete measured GPR alternative
It	160728_AT1	False	59	no complete measured alternative in every retained context
ITCOAL1m	8802_AT1 and 8801_AT1	True	0	complete measured GPR alternative
KHK3	3795_AT1 or 3795_AT2	True	0	complete measured GPR alternative
Kt3g	84679_AT1 or 23315_AT1	True	0	complete measured GPR alternative
KYN	8942_AT1	True	0	complete measured GPR alternative
KYNAKGAT	51166_AT1 or 883_AT1 or 51166_AT2	True	0	complete measured GPR alternative
LCADm	4329_AT1 or 7915_AT1 or 8659_AT1 or 5832_AT1 or 217_AT1 or 7915_AT2 or 219_AT1 or 8659_AT2	True	0	complete measured GPR alternative
LCAT1e	3931_AT1	True	0	complete measured GPR alternative
LDH_Lm	3939_AT1 or 3945_AT1 or 197257_AT1	True	0	complete measured GPR alternative
LEUKTRA4t	387775_AT1	False	59	no complete measured alternative in every retained context
LEUt4	81539_AT1 or 84889_AT1 or 6520_AT1 or 6542_AT1 or 6541_AT1 or 11254_AT1 or 55089_AT1 or (340024_AT1 and 57393_AT1) or (340024_AT1 and 59272_AT1)	True	0	complete measured GPR alternative
LEUtec	8501_AT1 or 124935_AT1	True	0	complete measured GPR alternative
LFORKYNHYD	8942_AT1	True	0	complete measured GPR alternative
LGNCt	11001_AT1	True	0	complete measured GPR alternative
L_LACDcm	124637_AT1	False	59	no complete measured alternative in every retained context
L_LACtm	6566_AT1	True	0	complete measured GPR alternative
LNELDCCPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
LNELDCCPT2	1376_AT1	True	0	complete measured GPR alternative
LNELDCCRNt	788_AT1	True	0	complete measured GPR alternative
LNLNCACPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
LNLNCACPT2	1376_AT1	True	0	complete measured GPR alternative
LNLNCACRNt	788_AT1	True	0	complete measured GPR alternative
LNLNCGCPT1	1375_AT1 or 1375_AT3 or 1375_AT4 or 126129_AT1 or 1374_AT1 or 1375_AT2	True	0	complete measured GPR alternative
LNS14DM	11283_AT1	True	0	complete measured GPR alternative
LNSTLSr	4047_AT1	True	0	complete measured GPR alternative
LPCOXp	51268_AT1	True	0	complete measured GPR alternative
LPS	4023_AT1 or 3990_AT1 or 1056_AT1 or 80339_AT1	True	0	complete measured GPR alternative
LPS2e	3990_AT1	True	0	complete measured GPR alternative
LPS3	11343_AT1 or 11343_AT2	True	0	complete measured GPR alternative
